project_index,omniclass_element,mat_group,mat_type,mat_type_podlca,life_cycle_stage,mui_gfa,mui_cfa,bldg_proj_type,bldg_park_type,bldg_cfa,bldg_gfa,bldg_park_gfa,bldg_prim_use,bldg_prim_use_category,bldg_res_units,bldg_stories_above,bldg_stories_below,bldg_height,str_prim_horiz_sys,str_prim_vert_sys,str_lat_sys,str_podium,str_fdn_type,str_sys_summary,gwp_a_to_c,total_eci_gfa_a1_to_a3,total_mui_gfa_a1_to_a3,site_country,site_region,site_state_province,site_clim_zone,bldg_code_year,bldg_energy_code_year,bldg_compl_year,bldg_ibc_type,bldg_sec_use,bldg_occupants,bldg_therm_env_area,bldg_wwr,bldg_rval_walls,bldg_rval_roofs,str_seis_site_cls,str_sdc,str_wind_speed,str_sec_horiz_sys,str_sec_vert_sys,str_grid_long,str_grid_short,lca_assessment_year,lca_design_phase,lca_rsp,lca_software,lca_purp_of_assessment,lca_phys_scope,lca_ec_reductions,lca_ec_reduction_percent,mass_total,stored_carbon_total,ep_a_to_c,ap_a_to_c,sfp_a_to_c,odp_a_to_c,nred_a_to_c,mui_total_gfa,eci_a_to_c_gfa,epi_a_to_c_gfa,api_a_to_c_gfa,sfpi_a_to_c_gfa,odpi_a_to_c_gfa,nredi_a_to_c_gfa,mui_total_cfa,eci_a_to_c_cfa,epi_a_to_c_cfa,api_a_to_c_cfa,sfpi_a_to_c_cfa,odpi_a_to_c_cfa,nredi_a_to_c_cfa,ec_per_occupant_a_to_c,ec_per_res_unit_a_to_c,total_eci_gfa_a1_to_a3_category,mui_gfa_low,mui_gfa_mid,mui_gfa_high
218,Substructure,Concrete,Ready mix NW 3000,"Ready-mixed concrete, USA, National, 3000 psi",A1-A3,218.0025,218.0025,New Construction,No Parking,11000,11000,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,5450307,410.6118,777.205,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2247,11026.38,0.16,,,C,A,55.88,,,39.624,7.62,2023,Construction,60,Tally LCA,Voluntary: Internal Benchmarking,BSECF,No,,8771382,6212.687,948.0459,14350.47,217770.3,0.945789,49702310,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,2425.593,,Med,20.87193,85.25168,209.8251
218,Substructure,Concrete,Ready mix NW 4000,"Ready-mixed concrete, USA, National, 4000 psi",A1-A3,97.42635,97.42635,New Construction,No Parking,11000,11000,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,5450307,410.6118,777.205,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2247,11026.38,0.16,,,C,A,55.88,,,39.624,7.62,2023,Construction,60,Tally LCA,Voluntary: Internal Benchmarking,BSECF,No,,8771382,6212.687,948.0459,14350.47,217770.3,0.945789,49702310,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,2425.593,,Med,97.12528,266.0682,579.2285
218,Substructure,Concrete,Ready mix NW 5000,"Ready-mixed concrete, USA, National, 5000 psi",A1-A3,3.027016,3.027016,New Construction,No Parking,11000,11000,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,5450307,410.6118,777.205,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2247,11026.38,0.16,,,C,A,55.88,,,39.624,7.62,2023,Construction,60,Tally LCA,Voluntary: Internal Benchmarking,BSECF,No,,8771382,6212.687,948.0459,14350.47,217770.3,0.945789,49702310,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,2425.593,,Med,20.70044,100.1953,339.0336
218,Substructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,6.27559,6.27559,New Construction,No Parking,11000,11000,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,5450307,410.6118,777.205,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2247,11026.38,0.16,,,C,A,55.88,,,39.624,7.62,2023,Construction,60,Tally LCA,Voluntary: Internal Benchmarking,BSECF,No,,8771382,6212.687,948.0459,14350.47,217770.3,0.945789,49702310,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,797.3984,495.4825,0.086186,1.304588,19.7973,8.60E-05,4518.392,2425.593,,Med,2.877095,7.524284,20.74535
219,Shell - Superstructure,Masonry,CMU,"CMU, USA, normal weight, f'm=3000psi",A1-A3,0.730798,0.730798,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,2.571996,20.61276,82.21146
219,Shell - Superstructure,Steel,Decking,Steel deck,A1-A3,18.54042,18.54042,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,1.08998,8.160104,12.8828
219,Shell - Superstructure,Steel,Hollow structural sections HSS,"HSS, fabricated",A1-A3,49.43619,49.43619,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,1.602456,4.471,12.19334
219,Shell - Superstructure,Steel,Hot-rolled sections,"Hot-rolled sections, fabricated",A1-A3,33.04133,33.04133,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,5.475859,27.61686,64.62088
219,Shell - Superstructure,Steel,Plate,"Steel plate, fabricated",A1-A3,1.487726,1.487726,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,0.277352,1.013451,3.417708
219,Shell - Superstructure,Concrete,Ready mix LW 3000,"Ready-mixed concrete, USA, National, LW 3000 psi",A1-A3,1.562604,1.562604,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,2.28893,11.12484,100.3003
219,Shell - Superstructure,Concrete,Ready mix NW 4000,"Ready-mixed concrete, USA, National, 4000 psi",A1-A3,37.26927,37.26927,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,22.99497,164.616,664.4757
219,Shell - Superstructure,Concrete,Ready mix NW 5000,"Ready-mixed concrete, USA, National, 5000 psi",A1-A3,385.5934,385.5934,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,16.47024,180.5792,636.8092
219,Shell - Superstructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,19.33365,19.33365,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,3.067049,17.31278,47.23898
219,Shell - Superstructure,Wood and composites,Softwood plywood,Softwood plywood,A1-A3,1.248691,1.248691,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,0.133693,1.868461,7.278247
219,Shell - Superstructure,Steel,Steel sheet,Cold-formed steel framing,A1-A3,4.044568,4.044568,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,0.171281,0.834344,2.100042
219,Substructure,Concrete,Ready mix NW 4000,"Ready-mixed concrete, USA, National, 4000 psi",A1-A3,478.5438,478.5438,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,97.12528,266.0682,579.2285
219,Substructure,Concrete,Ready mix NW 5000,"Ready-mixed concrete, USA, National, 5000 psi",A1-A3,94.05351,94.05351,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,20.70044,100.1953,339.0336
219,Substructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,14.22741,14.22741,New Construction,No Parking,14800,14800,,Public Assembly,Commercial,,2 to 5,1,7.6-15 m,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,10510198,586.5273,1307.671,Canada,Canada,,Zone 5A (Cool Humid),2012,2012,,Type I-B,,2585,14755.04,0.27,32,52,D,A,38.89248,,,,6.096,2023,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,No,,19961352,140443.2,2694.5,41966.49,607494.6,0.300015,1.20E+08,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,1348.74,710.1485,0.182061,2.835574,41.04693,2.03E-05,8126.123,4065.841,,Med,2.877095,7.524284,20.74535
22,Shell - Superstructure,Steel,Hollow structural sections HSS,"HSS, fabricated",A1-A3,0.465512,0.465512,New Construction,No Parking,200,200,,Education,Commercial,,1,0,0-7.5 m,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,Shallow foundation,Concrete,137430.7,558.3818,2156.682,United States,South Central,Texas,Zone 2A (Hot Humid),2015,2007,2018,Type II-B,Warehouse and Storage,47,,0.155,31,10.5,D,A,51.4096,,,10.3632,8.382,2022,Completed,60,Tally LCA,Voluntary: Other,BSECF,Yes,,438245.9,3635.873,25.95515,454.4094,7664.329,2.41E-05,1289357,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2924.057,,Med,1.602456,4.471,12.19334
22,Shell - Superstructure,Concrete,Ready mix NW 4000,"Ready-mixed concrete, USA, National, 4000 psi",A1-A3,1635.422,1635.422,New Construction,No Parking,200,200,,Education,Commercial,,1,0,0-7.5 m,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,Shallow foundation,Concrete,137430.7,558.3818,2156.682,United States,South Central,Texas,Zone 2A (Hot Humid),2015,2007,2018,Type II-B,Warehouse and Storage,47,,0.155,31,10.5,D,A,51.4096,,,10.3632,8.382,2022,Completed,60,Tally LCA,Voluntary: Other,BSECF,Yes,,438245.9,3635.873,25.95515,454.4094,7664.329,2.41E-05,1289357,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2924.057,,Med,22.99497,164.616,664.4757
22,Shell - Superstructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,64.71215,64.71215,New Construction,No Parking,200,200,,Education,Commercial,,1,0,0-7.5 m,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,Shallow foundation,Concrete,137430.7,558.3818,2156.682,United States,South Central,Texas,Zone 2A (Hot Humid),2015,2007,2018,Type II-B,Warehouse and Storage,47,,0.155,31,10.5,D,A,51.4096,,,10.3632,8.382,2022,Completed,60,Tally LCA,Voluntary: Other,BSECF,Yes,,438245.9,3635.873,25.95515,454.4094,7664.329,2.41E-05,1289357,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2924.057,,Med,3.067049,17.31278,47.23898
22,Substructure,Concrete,Ready mix NW 4000,"Ready-mixed concrete, USA, National, 4000 psi",A1-A3,390.5891,390.5891,New Construction,No Parking,200,200,,Education,Commercial,,1,0,0-7.5 m,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,Shallow foundation,Concrete,137430.7,558.3818,2156.682,United States,South Central,Texas,Zone 2A (Hot Humid),2015,2007,2018,Type II-B,Warehouse and Storage,47,,0.155,31,10.5,D,A,51.4096,,,10.3632,8.382,2022,Completed,60,Tally LCA,Voluntary: Other,BSECF,Yes,,438245.9,3635.873,25.95515,454.4094,7664.329,2.41E-05,1289357,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2924.057,,Med,97.12528,266.0682,579.2285
22,Substructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,15.30108,15.30108,New Construction,No Parking,200,200,,Education,Commercial,,1,0,0-7.5 m,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,Shallow foundation,Concrete,137430.7,558.3818,2156.682,United States,South Central,Texas,Zone 2A (Hot Humid),2015,2007,2018,Type II-B,Warehouse and Storage,47,,0.155,31,10.5,D,A,51.4096,,,10.3632,8.382,2022,Completed,60,Tally LCA,Voluntary: Other,BSECF,Yes,,438245.9,3635.873,25.95515,454.4094,7664.329,2.41E-05,1289357,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2191.23,687.1535,0.129776,2.272047,38.32164,1.21E-07,6446.784,2924.057,,Med,2.877095,7.524284,20.74535
220,Shell - Superstructure,Masonry,CMU,"CMU, USA, normal weight, f'm=3000psi",A1-A3,47.45827,35.39261,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,2.571996,20.61276,82.21146
220,Shell - Superstructure,Steel,Decking,Steel deck,A1-A3,5.156977,3.845881,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,1.08998,8.160104,12.8828
220,Shell - Superstructure,Steel,Hollow structural sections HSS,"HSS, fabricated",A1-A3,53.52936,39.9202,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,1.602456,4.471,12.19334
220,Shell - Superstructure,Steel,Hot-rolled sections,"Hot-rolled sections, fabricated",A1-A3,199.4218,148.7213,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,5.475859,27.61686,64.62088
220,Shell - Superstructure,Concrete,Ready mix LW 4000,"Ready-mixed concrete, USA, National, LW 4000 psi",A1-A3,389.8175,290.7113,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,1.423431,17.19621,206.4603
220,Shell - Superstructure,Concrete,Ready mix NW 4000,"Ready-mixed concrete, USA, National, 4000 psi",A1-A3,2.562432,1.910966,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,22.99497,164.616,664.4757
220,Shell - Superstructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,8.559727,6.383525,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,3.067049,17.31278,47.23898
220,Substructure,Steel,Cold formed steel framing,Cold-formed steel framing,A1-A3,1.220818,0.910441,New Construction,"Above grade, within footprint of main structure",590,440,150,Public Order and Safety,Commercial,,2 to 5,0,7.6-15 m,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Deep foundation < 50' (15m),Steel,517949.8,1020.695,2630.228,United States,Eastern,Massachusetts,Zone 5A (Cool Humid),2015,2020,2024,Type V-B,,60,754.8369,0.11,22.5,40,D,C,62.13856,,,6.096,4.8768,2023,Construction Documents,60,One Click LCA,Required: LEED Proposed,BSE,No,,1188780,7491.264,327.698,2479.903,26709.83,0.182658,2839183,2701.772,1177.159,0.744768,5.636143,60.70415,0.000415,6452.689,2014.881,877.8811,0.55542,4.203225,45.27089,0.00031,4812.175,8632.497,,High,0.06356,0.113007,0.564225
